id,doi,url,paper_id,title,authors,year,publication_date,venue,source_publication,abstract,keywords,full_text,database,search_engine,query,search_terms,retrieved_at,citation_count,influential_citation_count,is_open_access,open_access_pdf,comp_techniques,edu_approach,study_type,eval_methods,selection_stage,exclusion_reason,inclusion_criteria_met,relevance_score,is_duplicate,duplicate_of,status,notes,tags,created_at,updated_at,stage_source_id
6978,10.1016/j.cam.2025.117220,10.1016/j.cam.2025.117220,687602225,A High-Performance Neural Network Algorithm Using a Legendre Ensemble-Based Extreme Learning Machine for Solving Fractional Partial Differential Equations,"Isah, Ibrahim Onimisi; Senu, Norazak; Ahmadian, Ali",2026,,Elsevier,,"The recent advancement in the use of machine learning techniques across various fields has paved the way for innovative approaches to solving fractional partial differential equations (FPDEs), particularly those utilizing neural networks (NNs). These methods enable efficient representation of complete solutions, leveraging the universal approximation capabilities of neural networks. This study presents a neural network-based method that utilizes the ensemble extreme learning machine (EN-ELM) to efficiently solve FPDEs considered in the sense of the Caputo fractional derivative. The proposed approach incorporates Legendre polynomials to expand input features and employs the radial basis function as the activation function for hidden layer neurons. The EN-ELM framework, enhanced with cross-validation, ensures improved accuracy, stability, and reduced computational complexity. Numerical experiments are conducted to validate the approach, demonstrating its superior accuracy, execution time, and error minimization compared to some known methods. The results confirm the robustness and effectiveness of the proposed method for solving FPDEs.Science Citation Index Expande",,,core,core,mathematics AND machine learning AND learning,,2026-08-31 07:39:37,,,1,,Machine Learning,,experimental,user_feedback; performance,screening,inclusion_criteria_not_met,year_range; language_en; computational_techniques; has_abstract,3.5,False,,excluded,,,2026-08-31 07:39:37,2026-08-31 07:39:37,
6980,10.58524/jasme.v6i2.1174,https://doi.org/10.58524/jasme.v6i2.1174,10.58524/jasme.v6i2.1174,Integrating canva-AI and deep learning approaches into interactive mathematics videos to enhance mathematical literacy and self-regulated learning in vocational education,Yolanda Pratiwi; Fitrianto Eko Subekti,2026,2026-05-25,Journal of Advanced Sciences and Mathematics Education,,"Background: Mathematical literacy and self-regulated learning (SRL) remain significant challenges in Indonesian secondary education, as reflected in students’ low PISA performance. Conventional teacher-centered instruction often limits students’ opportunities to develop mathematical problem-solving skills, communication abilities, and learning autonomy. Therefore, innovative interactive learning media are needed to support meaningful and independent mathematics learning.
Aims: This study aimed to develop an interactive mathematics learning video on exponential functions by integrating Canva-AI and deep learning approaches and to evaluate its validity, practicality, and effectiveness in enhancing students’ mathematical literacy and SRL in vocational education.
Method: This study employed a Research and Development (R&amp;D) design using the ADDIE model, including Analysis, Design, Development, Implementation, and Evaluation stages. Data were collected through expert validation questionnaires, student practicality questionnaires, and pretest–posttest assessments of mathematical literacy and SRL. Data were analyzed using MANCOVA after fulfilling normality and homogeneity assumptions.
Results: The developed video achieved highly valid and highly practical categories. MANCOVA results revealed a significant simultaneous effect on students’ mathematical literacy and SRL posttest scores (p &lt; 0.05). The experimental group demonstrated better posttest performance than the control group.
Conclusion: The interactive mathematics video is valid, practical, and effective in improving vocational students’ mathematical literacy and self-regulated learning through AI-assisted and student-centered learning.",,,crossref,crossref,mathematics AND ai AND learning,,2026-08-31 07:39:37,0.0,,1,,"Machine Learning, AI/Artificial Intelligence, Assessment",,experimental,user_feedback,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2026-08-31 07:39:37,2026-08-31 07:39:37,
6982,,https://core.ac.uk/download/718483353.pdf,718483353,ADAPTIVE LEARNING AND ASSISTIVE TECHNOLOGY FOR STUDENTS WITH CEREBRAL PALSY,"Arsovski, Denis; Chichevska-Jovanova, Natasha",2026,,,,"This research analyzes the impact of adaptive learning and assistive technologies on the cognitive, academic, and

functional development of students with cerebral palsy in special and inclusive schools across North Macedonia.

A mixed-method was implemented over a 12-month period including 30 participants from 6 to 17 years (M = 10.8

± 3.2). Quantitative data were collected with the Functional independence measure, Gross motor function classification system, and standardized academic tests across reading, writing, mathematics, and attention domains, while qualitative data were collected from teacher and caregiver interviews. Statistically significant improvements were found in engagement (Δ = +16.3; p < 0.001; Cohen’s d = 1.66) and functional independence (Δ = +9.7; p < 0.001; Cohen’s d = 1.25), indicating large effect sizes. Eye-tracking and speech-to-text systems produced the most significant performance improvements. Qualitative analysis found three major themes - improved communication, increased motivation, and the need for teacher training showing the holistic benefits of adaptive learning integration. Correlation analysis (ρ = 0.73, p < 0.001) showed that viewed independence and satisfaction were strongly associated to cognitive progress. The results support international evidence showing that early and consistent implementation of assistive and adaptive technologies encourages inclusion, autonomy, and academic participation. This research concludes that combining adaptive digital systems with individualized rehabilitation strengthens educational equity and quality of life for students with cerebral palsy, while

demonstrating the importance of the need for teacher capacity building and sustainable policy models to secure

lasting efficacy and accessibility",,,core,core,mathematics AND adaptive AND learning,,2026-08-31 07:39:37,,,1,,Adaptive Learning,,survey,user_feedback; statistical; qualitative,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2026-08-31 07:39:37,2026-08-31 07:39:37,
179,10.46328/ijemst.5701,https://www.semanticscholar.org/paper/51762c61511cf25cc7d0e319d1c5bd66e398b9cf,51762c61511cf25cc7d0e319d1c5bd66e398b9cf,Teacher Candidates' Perceptions of AI Integration in Secondary Education: A Comparative Study of STEM and Non-STEM Majors,Jung Colen,2025,2025-09-01,International Journal of Education in Mathematics Science and Technology,,"This study delves into teacher candidates’ (TCs) perspectives, particularly in secondary mathematics and science education. Through qualitative analysis of survey data and essays from 17 TCs across two institutions, including 9 STEM education major TCs (math and science TCs), and 8 non-STEM TCs, diverse attitudes towards AI integration emerge. Our finding shows that more STEM TCs exhibit enthusiasm than non-STEM TCs. However, both groups emphasized the need for ethical AI use and students’ critical thinking skills. Their exposure to AI-embedded classroom experiences also showed differences. This study underscores the importance of tailored mathematics teacher education programs for AI integration in preparing future secondary teacher educators. In summary, this study not only sheds light on the perspectives of secondary TCs on AI integration but also provides actionable recommendations for enhancing teacher education programs to better prepare future educators for AI-enhanced classrooms.",,,semantic_scholar,semanticscholar,math AND ai AND education,,2025-11-25 05:24:25,0.0,0.0,0,,AI/Artificial Intelligence,,survey,qualitative,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2025-11-25 05:24:25,2025-11-25 05:24:25,
180,10.70838/pemj.410602,https://www.semanticscholar.org/paper/5bce8f345c2bb0a1e752906e3b56a8324c0c001e,5bce8f345c2bb0a1e752906e3b56a8324c0c001e,"Students’ Perspectives, Practices, and Challenges in AI-Driven Mathematics Education",Randy Infante; Maryjoy Corocoto; M. Nobis,2025,2025-07-02,Psychology and Education: A Multidisciplinary Journal,,"The integration of Artificial Intelligence (AI) in mathematics education is transforming how students engage with mathematical concepts by providing personalized, accessible, and innovative learning experiences. This study explores students’ perspectives, practices, and challenges 34 BSEd Mathematics students from the University of Eastern Philippines Laoang Campus, regarding AI-powered tools in their academic journey. Using a mixed-methods approach, it combines quantitative survey data with qualitative insights from student interviews to deliver a comprehensive analysis of AI’s role in learning. Students commend AI for its ability to offer instant solutions, detailed explanations, and adaptive learning tools, fostering independence and enhancing problem-solving skills. However, notable barriers such as concerns over reliability and digital literacy gaps hinder optimal adoption. Furthermore, students emphasize the importance of maintaining a balance between AI-assisted learning and traditional teaching to preserve critical thinking and human interaction. This research enriches the ongoing dialogue on AI in education, addressing these challenges to ensure its equitable and ethical integration. By focusing on the interplay between AI tools and traditional instructional methods, the study highlights a balanced approach to maximize AI's potential in reshaping mathematics education. The findings provide valuable insights for educators, policymakers, and stakeholders, aiming to create a more inclusive and impactful learning environment by leveraging AI technologies effectively while considering equity and ethical standards.",,,semantic_scholar,semanticscholar,mathematics AND personalized AND education,,2025-11-25 05:24:25,2.0,0.0,0,,"Adaptive Learning, AI/Artificial Intelligence",,survey,qualitative,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2025-11-25 05:24:25,2026-08-31T04:39:37.899528,
184,10.32332/kpnbgv73,https://doi.org/10.32332/kpnbgv73,10.32332/kpnbgv73,Redefining mathematics learning evaluation: From traditional assessment to technology-based holistic competency assessment,Mohammad Nurwahid; Sofia Ashar,2025,2025-10-10,LINEAR: Journal of Mathematics Education,,"The development of digital technology encourages the redefinition of evaluation systems in mathematics learning to make them more relevant to the demands of the current curriculum. This study aims to identify digital and holistic assessment forms that can comprehensively measure students’ competencies, including cognitive, affective, and psychomotor aspects. The research method employed was a literature study using a Literature Review approach. The research instrument was a data extraction sheet used to record and analyze findings from selected publications. Data were collected from various databases and reputable journals published between 2014 and 2025. Out of 243 articles identified in the initial stage, 29 met the inclusion criteria and were analyzed further. The findings show that digital assessments through platforms such as Quizizz, Wordwall, and Google Form enhance interactivity, adaptivity, and student engagement. Meanwhile, project-based, portfolio, and observational assessments are proven to provide a more comprehensive picture of student learning outcomes. This study emphasizes the need for a shift from traditional evaluation to technology-based holistic evaluation in line with the demands of the 21st-century curriculum.",,,crossref,crossref,mathematics AND assessment AND learning,,2025-11-25 05:24:25,0.0,,1,,Assessment,,review,user_feedback; qualitative,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2025-11-25 05:24:25,2025-11-25 05:24:25,
198,10.59429/esp.v10i8.3314,https://www.semanticscholar.org/paper/b0c339662bf80adffee2cbeeb6c2fec305d42746,b0c339662bf80adffee2cbeeb6c2fec305d42746,Analyzing mathematics teachers’ proactive behaviors in teaching mathematics among non-math interested learners,Adelyn L. Tonalete; Donabelle D. Mongao; M. A. A. Hayudini; Sharifa M. Jalaidi; Rumida J. Muktar,2025,2025-08-24,Environment and Social Psychology,,"Proactive behaviors in teachers embody a forward-thinking approach essential for addressing the challenges inherent in the teaching profession. Proactive teachers are committed to continuous professional growth, willingly adapting their instructional methods to meet the evolving needs of their students and the demands of modern education. This exploratory study analyzed the experiences of mathematics teachers in managing their classrooms, especially those students with minimal interest in mathematics. Mathematics teachers (n=16) were purposively sampled through online preliminary data gathering. Narratives from interview were gathered and reflexively analyzed to identify key themes and codes. The findings indicated that teaching mathematics to learners who are not naturally inclined toward the subject presented distinct challenges, including mathematics anxiety and disinterest. Mathematics anxiety, often rooted in negative past experiences, manifested as a fear of failure and a reluctance to engage with mathematical tasks also exacerbated by the potential stigma of making mistakes, created a paralyzing barrier to learning. To mitigate this, teachers adapted their strategies to enhance engagement and alleviate learners’ anxiety, employing socio-emotional responsiveness, personalized learning, practical application, and collaboration. These strategies reflect key dimensions of proactive behavior: anticipation, change orientation, and barrier prevention. They created supportive environments by celebrating effort, avoiding pressure for perfection, and demonstrating patience. Personalized learning catered to varying student proficiency levels, incorporating visual aids, technology, and real-world contexts to bridge understanding gaps. Project-based learning connected math to students’ interests and everyday lives while collaboration developed a team-oriented environment. These strategies involved anticipating challenges, predicting outcomes, and adapting interactions based on students’ learning preferences and feelings towards the subject. Having a supportive and adaptable learning environment, teachers can prevent negative behaviors and promote a positive attitude towards mathematics, which encourage student engagement and commitment. This study contributes to a deeper understanding of how proactive behaviors can be intentionally cultivated to create more engaging and supportive mathematics learning environments.",,,semantic_scholar,semanticscholar,math AND adaptive AND education,,2025-11-25 05:24:25,0.0,0.0,0,,Adaptive Learning,,survey,user_feedback; qualitative,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2025-11-25 05:24:25,2025-11-25 05:24:25,
200,10.1007/s10639-025-13315-z,https://www.semanticscholar.org/paper/2ea458ace719494cd896217427a902cfaa955cf8,2ea458ace719494cd896217427a902cfaa955cf8,AI utilization in primary mathematics education: a case study from a southwestern Chinese city,Mao Li; Elham Manzari,2025,2025-01-06,Education and Information Technologies : Official Journal of the IFIP technical committee on Education,,"This study investigates the integration of artificial intelligence (AI) in primary mathematics education, focusing on the influence of internal and external factors on AI utilization. Employing second-order Structural Equation Modeling (SEM) with data collected from 516 primary mathematics teachers in a southwest city in China, the research explores the dynamics between teachers’ Technological Pedagogical Content Knowledge (TPACK), attitudes towards technology, and the role of external environmental factors such as educational policies, technological infrastructure, and parental and community engagement. The findings reveal that internal factors, including teachers’ attitudes and TPACK, and external factors, notably institutional support and societal attitudes towards technology, significantly influence AI adoption and effective use in teaching and learning processes. The study confirms the necessity of a dual-faceted approach to AI integration, emphasizing the enhancement of educators’ internal capacities through professional development and the cultivation of a supportive external ecosystem. The research contributes to the knowledge of technology integration in education by providing empirical evidence of the critical interplay between internal capabilities and external supports in facilitating effective AI utilization in primary mathematics education. This study offers a pragmatic blueprint for educational stakeholders to navigate the complexities of educational innovation in the digital era, advocating for systemic approaches to foster both technological competencies and supportive infrastructures.",Computer Science,,semantic_scholar,semanticscholar,mathematics AND ai AND education,,2025-11-25 05:24:25,7.0,0.0,1,https://doi.org/10.1007/s10639-025-13315-z,AI/Artificial Intelligence,,case study,,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2025-11-25 05:24:25,2025-11-25 05:24:25,
203,10.32332/63vq5m85,https://doi.org/10.32332/63vq5m85,10.32332/63vq5m85,Contribution of calculus 1 and calculus 2 skills to learning outcomes in machine and artificial intelligence courses,Anisatul Farida,2025,2025-06-28,LINEAR: Journal of Mathematics Education,,"This study investigates the influence of students' abilities in Calculus I and Calculus II on their academic performance in the Machine and Artificial Intelligence course. The research explores explicitly three aspects: (1) the individual contribution of Calculus I, (2) the individual contribution of Calculus II, and (3) the combined effect of both on learning outcomes. Using an associative quantitative method, the study involved 35 first-semester Informatics Engineering students at Duta Bangsa University, selected through quota sampling. Data were gathered through tests and documentation and analyzed using multiple linear regression in SPSS with a 5% significance level. The results reveal that Calculus I ability does not have a statistically significant effect on student performance. In contrast, Calculus II's ability demonstrates a significant positive impact. Furthermore, the combined abilities in Calculus I and II significantly influence learning outcomes in the course. These findings highlight the essential role of Calculus II in enhancing students' comprehension of complex topics in artificial intelligence and machine learning, suggesting that a stronger foundation in advanced calculus may better prepare students for success in related fields.",,,crossref,crossref,mathematics AND machine learning AND education,,2025-11-25 05:24:25,0.0,,1,,"Machine Learning, AI/Artificial Intelligence",,,statistical,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2025-11-25 05:24:25,2025-11-25 05:24:25,
207,10.9734/ajess/2025/v51i72202,https://www.semanticscholar.org/paper/8644795f118cdc72898877718dae38a979b1ce48,8644795f118cdc72898877718dae38a979b1ce48,The Mediating Effect of Study Habits on the Relationship between Math Anxiety and Problem-solving Skills of Grade 10 Mathematics Students in Davao Oriental,Danrey D. Vallejos; Ma. Melanie N. Edig,2025,2025-07-10,Asian Journal of Education and Social Studies,,"Math anxiety has affected the learning of many learners by blocking their mathematical problem-solving abilities. Students continue to believe that problem-solving is more difficult despite not being able to do so, only to find that they exert less effort in developing these skills. This study aimed to determine whether study habits significantly mediate the relationship between math anxiety and problem-solving of grade 10 mathematics students in the Division of Davao Oriental. A descriptive-correlational research design with mediation analysis was used. The respondents of this research were 224 Grade 10 learners from five public secondary schools in Governor Generoso South District. Stratified random sampling was utilized. This study used two adapted questionnaires – Math Anxiety Scale developed by Erol, (1989) as utilized by Olmez & Olmez, (2019), and Study Habits Questionnaire adapted from Sakirudeen & Sanni, (2017) – and one researcher-made questionnaire. Mean, Standard Deviation, Pearson r and Sobel’s z-test were used as statistical tools. The data was stored in encrypted digital files and kept in a locked cabinet for physical documents, accessible only to the researcher. Findings were analyzed using licensed statistical software and interpreted based on the study's objectives. Study findings revealed students’ math anxiety as moderately evident, their study habits as highly observed, and poor problem-solving skills. However, the results of the study showed no significant relationships in any pair of variables. Moreover, the results conclude that study habits do not significantly mediate the relationship between math anxiety and problem-solving skills. The researcher recommends that students focus on developing their problem-solving skills, rather than prioritizing extracurricular activities, and use their online and offline resources for their studies. Likewise, teachers must also encourage their learners to engage during class discussions and activities. Further, it is recommended that further research investigating other variables related to students' problem-solving skills as a function of their level of math anxiety and study habits be conducted.",,,semantic_scholar,semanticscholar,math AND adaptive AND education,,2025-11-25 05:24:25,0.0,0.0,0,,Não especificado,,survey,statistical,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2025-11-25 05:24:25,2025-11-25 05:24:25,
5127,10.1007/s44217-025-00710-4,https://www.semanticscholar.org/paper/506a13eb7d9512dab9d914954d9db37c70808219,506a13eb7d9512dab9d914954d9db37c70808219,Ensemble machine learning for predicting academic performance in STEM education,Aklilu Mandefro Messele,2025,2025-08-15,Discover Education,,"Science, Technology, Engineering, and Mathematics (STEM) education spans all levels, from preschool to postgraduate studies, fostering growth in social, cognitive, and psychomotor skills. In Ethiopia, the aim of STEM education is to cultivate engineers and scientists who can drive economic competitiveness on a global scale. Understanding and predicting student performance is vital for educators to identify areas for improvement and enhance academic outcomes. Unfortunately, Sub-Saharan Africa faces a significant challenge, with a low number of graduates in STEM fields. In countries like Ethiopia, students often struggle with science and mathematics. To tackle these issues, our research focused on developing a predictive model for STEM students using advanced ensemble machine learning algorithms. We gathered secondary data from the University of Gondar, Addis Ababa University, and Bahir Dar University, employing techniques such as Random Forest, CatBoost, Extreme Gradient Boosting, Gradient Boosting, Decision Trees, Logistic Regression, and Support Vector Machines. We utilized One-vs-Rest (OVR) and One-vs-One (OVO) class decomposition to transform multiclass labels into binary classifications. The model's effectiveness was assessed through metrics like accuracy, precision, recall, and F1 score. Key factors influencing the academic success of STEM students included their transcripts, departmental affiliation, socio-economic status, parental education and occupation, age, region, residency, internship experience, credit hours, entrance exam results, and admission types. Notably, the Gradient Boosting algorithm, using One-vs-Rest class decomposition, achieved impressive results: 93.35% accuracy, 92.69% precision, 93.14% recall, and an F1 score of 92.90%. These findings are crucial for policymakers aiming to enhance the STEM education landscape in Ethiopia. We also encourage future researchers to explore deep learning techniques alongside additional variables for even greater insights.",,,semantic_scholar,semanticscholar,mathematics AND machine learning AND education,,2025-11-25 05:24:34,4.0,0.0,0,,"Machine Learning, Predictive Analytics",,,performance; statistical,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2025-11-25 05:24:34,2026-08-31T04:39:37.582524,
6971,,,692692831,Perceptions on the use of text-generative artificial intelligence in academic writing : an analysis of guidelines and authorship of postgraduate academic community in science and mathematics education at UNICAMP,"Torres, Rai Garcia, 1992-",2025,,[s.n.],,"Orientador: Flávia LinhalisDissertação (mestrado) - Universidade Estadual de Campinas (UNICAMP), Faculdade de EducaçãoResumo: No campo do ensino, as discussões sobre Inteligência Artificial (IA) por muito tempo se pautaram por temáticas envolvendo o uso de tutores inteligentes e sistemas de gerenciamento da aprendizagem. Com o recente surgimento de ferramentas como o ChatGPT, os interesses por outros modos de aplicação vêm se expandindo devido às suas funcionalidades para a escrita, que pode ter impacto na escrita acadêmica, como os riscos e os limites éticos envolvidos no contexto da pós-graduação. Uma busca sobre regulação e diretrizes de uso revelou um cenário em que revistas se posicionam com regras bem definidas para autores de artigos científicos, ao passo que a maioria das universidades seguiam sem se posicionar para direcionar suas comunidades sobre ética e integridade no uso da IA para as boas práticas da escrita acadêmica. Esta pesquisa é demarcada por diferentes perspectivas teóricas, mas ancorando-se principalmente em discutir texto e autoria, apoiando-se no conceito de função autor de Foucault, abordam-se aspectos dos letramentos acadêmicos na perspectiva da prática social de Kleiman e ressignificando o conceito de tecnologias da inteligência de Lévy com preocupação central sobre as potencialidades e problemáticas que envolvem especificamente o uso tecnologias de IA no contexto das práticas letradas. Dessa forma, pretende-se responder com esta pesquisa à seguinte questão: quais são as percepções acadêmicas sobre diretrizes para autores para as práticas da escrita acadêmica diante das potencialidades e riscos das ferramentas de IAGT? Objetiva-se com este estudo descrever as percepções de discentes e docentes sobre o uso de ferramentas de IAGT para as práticas da escrita acadêmica. Para isso, objetiva-se especificamente: i) identificar categorias que emergem do contexto de Ensino de Ciências e Matemática a respeito da autoria e das diretrizes acadêmicas para lidar com os usos, implicações éticas, riscos e potencialidades educacionais da IAGT; ii) e analisar como é percebido o significado da normatização das práticas da escrita a partir do uso de diretrizes no contexto de Ensino de Ciências e Matemática. Coletaram-se dados de 26 participantes do Programa de Pòs-Graduação em Ensino de Ciências e Matemática via questionário semiaberto como instrumento de pesquisa, composto por questões de perfil acadêmico, questões fechadas em escala Likert sobre as temáticas encontradas na revisão de literatura e questões abertas para suas justificativas. A análise estatística com testes de correlação de Spearman indicam que há cinco correlações entre as questões propostas em escala Likert e há três comparações com diferenças significativas entre os grupos analisados via teste de Kruskal-Wallis e post hoc, resultado útil para a descrição das percepções desses grupos. Fez-se uma Análise de Conteúdo fundamentada na Bardin. Escolheram-se duas questões do recorte intencional do grupo de interesse, gerando duas categorias de análise para a questão sobre diretrizes e outras duas sobre a questão que abarcou as possíveis mudanças na concepção de autoria. Os resultados da análise de conteúdo revelou quatro categorias, evidenciando que há um consenso sobre a necessidade de diretrizes para o uso de ferramentas de IA. Em relação à autoria, os participantes entendem que pode haver mudanças dependendo do uso da IA, mas a responsabilidade autoral permanece. Concluímos que os novos letramentos acadêmicos exigirão um olhar de ressignificado devido à IA, com foco na formação de mediadores. A vigilância educacional é crucial para alinhar diretrizes de uso e ensino da IA, evitando que pareçam independentes. A evolução rápida da IA demanda atenção constante para enfrentar desafios em sala de aula e durante a orientação de mestrandos e doutorandos. E a concepção tradicional da escrita provavelmente será transformada, impactando ensino, aprendizagem, ética e integridade, exigindo consciência da autoria e do papel social da escritaAbstract: In the field of education, discussions about Artificial Intelligence (AI) have long focused on topics involving the use of intelligent tutors and learning management systems. With the recent emergence of tools like ChatGPT, interest in other application modes has been expanding due to their writing functionalities, which can impact academic writing, including the risks and ethical boundaries involved in the postgraduate context. A search for regulation and usage guidelines revealed a scenario where journals are positioning themselves with well-defined rules for authors of scientific articles, while the majority of universities have yet to position themselves to guide their communities on ethics and integrity in the use of AI for good academic writing practices. This research is framed by different theoretical perspectives, but primarily anchored in discussing text and authorship, drawing on Foucault's concept of the author function. It addresses aspects of academic literacies from Kleiman's social practice perspective and resignifies Lévy's concept of intelligence technologies with a central concern about the potentialities and problems specifically involving the use of AI technologies in the context of literate practices. Thus, this research intends to answer the following question: what are the perceptions of academic individuals regarding author guidelines for academic writing practices in the face of the potentialities and risks of LLM tools? The objective of this study is to describe the perceptions of undergraduate and graduate students and professors about the use of LLM tools for academic writing practices. To this end, the specific objectives are: i) to identify categories that emerge from the context of Science and Mathematics Education regarding authorship and academic guidelines for dealing with the uses, ethical implications, risks, and educational potentialities of LLMs; and ii) to analyze how the significance of the normalization of writing practices is perceived based on the use of guidelines in the context of Science and Mathematics Education. Data were collected from 26 individuals from the Postgraduate Program in Science and Mathematics Education via a semi-open questionnaire as a research instrument, composed of questions on academic profile, closed questions on a Likert scale about the themes found in the literature review, and open questions for their justifications. Statistical analysis with Spearman correlation tests indicates five correlations between the proposed questions on the Likert scale, and three comparisons with significant differences between the analyzed groups via the Kruskal-Wallis and post hoc tests, a useful result for describing the perceptions of these groups. A Content Analysis based on Bardin was performed. Two questions from the intentional selection of the interest group were chosen, generating two analysis categories for the question about guidelines and another two for the question that encompassed possible changes in the conception of authorship. The results of the content analysis revealed four categories, evidencing a consensus on the need for guidelines for the use of AI tools. Regarding authorship, participants understand that changes may occur depending on the use of AI, but authorial responsibility remains. We conclude that new academic literacies will require a resignified perspective due to AI, focusing on the training of mediators. Educational vigilance is crucial to align AI usage and teaching guidelines, preventing them from appearing independent. The rapid evolution of AI demands constant attention to address challenges in the classroom and during the supervision of master's and doctoral students. And the traditional conception of writing will likely be transformed, impacting teaching, learning, ethics, and integrity, requiring awareness of authorship and the social role of writingAbertoMestradoEnsino de Ciências e MatemáticaMestre em Multiunidades em Ensino de Ciências e MatemáticaCAPES88887.850175/2023-0",,,core,core,matemática AND ia AND ensino,,2026-08-31 07:39:37,,,1,,AI/Artificial Intelligence,,survey,user_feedback; statistical; qualitative,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2026-08-31 07:39:37,2026-08-31 07:39:37,
6973,,,688573429,"Towards Responsible and Trustworthy Educational Data Mining : Comparing Symbolic, Sub-Symbolic, and Neural-Symbolic AI Methods","Hooshyar, Danial; Kikas, Eve; Yang, Yeongwook; Šír, Gustav; Hämäläinen, Raija; Kärkkäinen, Tommi; Azevedo, Roger",2025,,,,"Given the demand for responsible and trustworthy AI for education, this study evaluates symbolic, sub-symbolic, and neural-symbolic AI (NSAI) in terms of generalizability and interpretability. Our extensive experiments on balanced and imbalanced self-regulated learning datasets of Estonian primary school students predicting 7th-grade mathematics national test performance showed that symbolic and sub-symbolic methods performed well on balanced data but struggled to identify low performers in imbalanced datasets. Interestingly, symbolic and sub-symbolic methods emphasized different factors in their decision-making: symbolic approaches primarily relied on cognitive and motivational factors, while sub-symbolic methods focused more on cognitive aspects, learnt knowledge, and the demographic variable of gender—yet both largely overlooked metacognitive factors. The NSAI method, on the other hand, showed advantages by: (i) being more generalizable across both classes—even in imbalanced datasets—as its symbolic knowledge component compensated for the underrepresented class; and (ii) relying on a more integrated set of factors in its decision-making, including motivation, (meta)cognition, and learnt knowledge, thus offering a comprehensive and theoretically grounded interpretability framework. These contrasting findings highlight the need for a holistic comparison of AI methods before drawing conclusions based solely on predictive performance. They also underscore the potential of hybrid, human-centred NSAI methods to address the limitations of other AI families and move us closer to responsible AI for education. Specifically, by enabling stakeholders to contribute to AI design, NSAI aligns learned patterns with theoretical constructs, incorporates factors like motivation and metacognition, and strengthens the trustworthiness and responsibility of educational data mining.nonPeerReviewedei tietoa saavutettavuudestaunknown accessibilit",,,core,core,mathematics AND mining AND education,,2026-08-31 07:39:37,,,1,,"Learning Analytics, AI/Artificial Intelligence, Predictive Analytics",,experimental,,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2026-08-31 07:39:37,2026-08-31 07:39:37,
6974,10.22515/jemin.v5i2.11242,10.22515/jemin.v5i2.11242,661714965,The emergent role of artificial intelligence in Mathematics education: Examining students’ acceptance and perception,"Nursanti, Yuli Bangun; Sujadi, Imam; Kurniawati, Ira; Andriatna, Riki; Wulandari,  Arum Nur",2025,,UIN Raden Mas Said Surakarta,,"Artificial intelligence (AI) is increasingly being integrated into education, offering new opportunities for enhancing learning, especially in challenging subjects like mathematics. However, there is limited research on how students perceive and accept AI in mathematics education, particularly in the context of Indonesian higher education. This study aims to explore mathematics education students’ acceptance and perceptions of AI tools in enhancing their learning experience. Using a sequential explanatory mixed-methods design, the study employed a Technology Acceptance Model (TAM) questionnaire for quantitative data and in-depth semi-structured interviews to gather qualitative insights. The participants were 389 mathematic students from several universities in Surakarta municipality, Indonesia based on non-probability sampling technique through sampling quota. The results show that students generally perceive AI as useful and easy to use, with high scores for Perceived Usefulness (PU) and Perceived Ease of Use (PEU). AI was appreciated for its ability to provide personalized learning, immediate feedback, and flexibility. However, students' Behavioral Intention to Use (BIU) AI was lower, indicating hesitation toward integrating AI regularly into their learning routines. The findings highlight that while AI has the potential to enhance learning, students still value traditional face-to-face interactions with instructors and are concerned about over-reliance on technology. The study contributes to theoretical framework that AI tools should complement, not replace, traditional teaching methods. Practically, the integration of AI in education should be gradual, with adequate support for both students and instructors. Future research should explore long-term adoption and investigate the role of educational policies in supporting AI integration",,,core,core,mathematics AND personalized AND education,,2026-08-31 07:39:37,,,1,,"Adaptive Learning, AI/Artificial Intelligence",,survey,user_feedback; qualitative,eligibility,low_relevance_score,year_range; language_en; math_focus; computational_techniques; has_abstract,3.5,False,,excluded,,,2026-08-31 07:39:37,2026-08-31 07:39:37,
